State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Households_with_Computer,Households_with_Car_Jeep_Van,Male_Workers,Female_Workers,Hindus,Muslims,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,sex_ration,lieracy_rate,sex_ratio
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,537,2728,3805,57084,42983,9840,2057,81046,19021,94555,48925,9166,3798,38178,93.0,82.0,93.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,178,2844,1007,79425,68229,8102,3444,104981,42673,102606,113473,10836,1608,21737,90.0,48.0,90.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,170,1558,1780,41556,38721,3563,950,63645,16632,83141,55091,3159,1275,20752,95.0,65.0,95.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,155,2251,1063,52931,45223,2979,1052,73518,24636,98442,75212,3913,1104,17925,93.0,60.0,93.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,198,1757,1592,42096,36316,5605,2043,63512,14900,87931,47473,6438,1965,22536,97.0,77.0,97.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,261,2008,2258,41178,38288,2580,772,49382,30084,61291,44723,11955,2025,20763,98.0,73.0,98.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,7370,28289,8591,684020,248687,2197709,94254,618064,314643,1387822,288818,358214,28736,256939,96.0,70.0,96.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,2637,15609,3670,409559,59040,1398543,104202,328097,140502,1037738,155956,151377,14451,146815,98.0,73.0,98.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,15046,40589,15494,761876,174489,2457729,141263,696274,240091,1688105,138698,248298,51809,497560,94.0,77.0,94.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,1810,10600,3533,340552,94981,1185542,4805,277338,158195,757278,71230,163636,17312,183355,95.0,70.0,95.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,635,5523,656,155907,138026,353160,1556,170371,123562,283884,65062,153199,5370,70302,104.0,45.0,104.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,9049,41059,9066,990027,511745,3486059,13315,900744,601028,2027259,284943,565448,56274,595107,98.0,63.0,98.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,2498,7555,3966,172018,75689,553587,12783,172069,75638,331798,40867,56809,15836,134195,95.0,70.0,95.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,1953,12622,3547,447290,304640,1555367,4975,376757,375173,824939,144991,436733,18453,151753,100.0,51.0,100.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,768,6609,1278,193515,161834,580300,2138,167112,188237,377761,79221,162932,11946,101250,104.0,55.0,104.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,1628,11836,2686,386382,80508,1386792,50247,322265,144625,973471,149264,143864,16544,157218,101.0,76.0,101.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,35701,75588,33514,645880,146313,2147632,84060,632625,159568,1459480,92662,116274,39471,543786,93.0,78.0,93.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,3988,17294,6922,384053,309353,1294151,8850,396460,296946,686241,207194,290626,14416,181170,103.0,41.0,103.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,448,3908,820,170495,140171,600219,1871,179030,131636,302526,151260,106353,7725,45328,102.0,40.0,102.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,2950,17999,6279,697782,525752,2113079,33706,548390,675144,1296204,238772,568755,113808,302199,101.0,54.0,101.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,1163,8278,2270,284591,59042,955754,5278,229076,114557,619156,83022,120129,17557,122925,92.0,71.0,92.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,301962,308420,299383,757,4221,1346,168155,137283,601092,4952,151694,153744,304944,94692,149834,8641,52271,102.0,49.0,102.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,3416,16006,4693,498461,123215,1644905,46094,450536,171140,1077054,172761,163942,25115,259858,96.0,76.0,96.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,1553,9166,2090,258032,209090,874445,4607,227815,239307,500789,99265,248175,9959,109723,105.0,42.0,105.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,5231,14521,5946,313161,192679,964188,20120,336854,168986,535259,86800,160798,59288,198954,98.0,68.0,98.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,12787,35024,14641,584687,288540,1532352,71391,535112,338115,1220210,184273,253327,26970,408657,97.0,64.0,97.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,1868,4870,2550,53139,15162,152638,28835,58342,9959,131921,2372,13077,1327,51525,105.0,77.0,105.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,574,1484,858,9093,2709,27940,12856,10404,1398,30014,43,82,69,11608,118.0,87.0,118.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,207,597,226,14047,2713,53537,1191,15373,1387,38866,291,3324,146,12999,104.0,71.0,104.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,1318408,1172248,1684770,29961,63864,56185,735195,182661,690939,12502,787254,130602,1572800,124617,121599,41642,629998,89.0,68.0,89.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,11284,32253,36173,432988,116998,380569,16299,452678,97308,838539,141535,128382,14938,265131,87.0,61.0,87.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,4348,12276,15528,185049,36506,141363,3125,190415,31140,395953,53230,54058,8225,106042,89.0,62.0,89.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,5138,14294,18239,182777,32006,152851,16808,192845,21938,385380,44245,21389,8048,141101,87.0,71.0,87.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,10042,31070,37105,596406,160289,906408,6844,618362,138333,1272379,191685,227971,14679,322360,89.0,60.0,89.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,14428,38445,32484,637652,119486,1074332,27667,625778,131360,1541185,147912,100684,30903,477639,90.0,71.0,90.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,13747,34328,33720,412506,87316,1000743,23089,411011,88811,1086803,89772,74362,15990,319698,96.0,76.0,96.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,39082,79134,72374,639484,134988,1394329,30233,689592,84880,1419118,85695,66664,29762,592351,92.0,74.0,92.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,426311,388857,576567,9732,23145,23561,235562,48603,336124,10190,248208,35957,531003,55252,42387,9861,176665,91.0,71.0,91.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,58589,123400,120172,1053600,231222,1502403,77713,1138654,146168,2213917,140737,98646,71667,973772,87.0,73.0,87.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,2673,10085,12805,230739,97773,156539,10375,247175,81337,441239,105963,90367,13442,118740,88.0,55.0,88.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,7897,21662,26253,292379,66793,158414,9388,304880,54292,636574,91622,82397,18098,167055,89.0,63.0,89.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,4571,14077,23185,272699,62627,254920,4333,287205,48121,566570,86565,111014,5187,132560,90.0,58.0,90.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,24274,55105,57008,549661,110606,783306,40043,570391,89876,1235419,113182,89123,23647,434315,89.0,67.0,89.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,6600,17542,17248,186910,46766,304481,14492,194209,39467,450951,45640,21520,12321,154195,92.0,73.0,92.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,878029,777140,1002077,10736,30955,35264,485129,83629,389410,179116,499792,68966,1086411,157191,91799,18578,301190,89.0,61.0,89.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,13499,41732,24509,686149,367573,2201663,314159,827181,226541,1529330,298856,145523,35602,573741,95.0,59.0,95.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,9750,45770,30207,994171,714371,3039279,547335,1179461,529081,1965637,898891,216772,34562,558317,89.0,59.0,89.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,907754,889731,829343,2324,15062,5287,482236,434338,1701234,48834,542983,373591,880911,546569,199370,19818,150817,98.0,46.0,98.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,1363,9491,5741,329754,222829,1133349,79984,359785,192798,670172,216538,185037,15258,135750,93.0,57.0,93.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,2766,37730,27009,696240,506242,2244882,321192,741367,461115,1401269,754260,132696,30565,284961,90.0,46.0,90.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,4179,26106,10349,647198,423956,2143046,371286,694929,376225,1477308,500994,238894,25068,306198,88.0,58.0,88.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,6207,24014,17508,674589,473576,2224839,142427,883329,264836,1260358,555168,163052,30149,399796,97.0,52.0,97.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,1240801,1123136,1278801,7607,29531,17113,640572,345636,2073356,235741,752768,233440,1377729,499223,103833,26244,356908,91.0,54.0,91.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,1392,7705,5787,314806,211285,1017688,66609,361070,165021,584815,250453,111388,11172,153078,92.0,53.0,92.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,4941,16560,11261,456632,346123,1413163,97855,656904,145851,741583,453201,123469,15435,210650,97.0,53.0,97.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,2577,15259,9938,541404,361425,1777879,249736,628381,274448,1136718,572644,87983,16594,225608,94.0,56.0,94.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,1719,14539,6664,398151,286344,1582335,45488,506214,178281,949914,390960,76277,17185,200073,91.0,57.0,91.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,1330,9504,3614,339110,184102,1127520,72258,317617,205595,683304,229936,74342,12721,206213,85.0,57.0,85.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,1477,11742,4385,346624,294891,1340065,28662,216411,425104,747037,227849,184330,12514,216822,99.0,49.0,99.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,6295,24901,21515,596320,316352,1437144,50688,680563,232109,1056496,268297,230438,13790,400147,89.0,61.0,89.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,3360,16217,16537,512802,322458,1433067,118673,642109,193151,939432,370452,166833,13839,284136,91.0,58.0,91.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,76565,182350,142866,1714947,749946,5819980,687452,2060010,404883,4161285,744374,131523,91011,1497985,91.0,65.0,91.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,754,7416,5218,182565,106338,497045,168129,175383,113520,381016,132466,43872,6835,105730,85.0,46.0,85.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,1585,12794,12367,494906,401738,1732852,78990,660719,235925,932086,493355,158013,21867,223409,95.0,45.0,95.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,725143,685986,739792,1750,9403,5385,402825,283125,1299751,96164,475653,210297,725179,328714,209772,11199,136265,95.0,52.0,95.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1095896,1041149,1370360,4828,24178,15861,541392,353257,1905682,228178,592813,301836,1242396,521692,68878,13472,290607,95.0,64.0,95.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,19335,54808,40768,965103,524638,3224399,411558,1056479,433262,2197424,592370,242017,42412,612942,92.0,55.0,92.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,1059,13045,3820,371058,257668,1370977,81553,438337,190389,829522,335302,115367,9521,168536,86.0,55.0,86.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1021161,929853,1298345,12843,36297,24848,534650,214161,1661307,243993,577548,171263,1202203,140262,134992,25125,448432,91.0,67.0,91.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1696325,1611418,1758624,4449,35328,26150,857031,568851,2833443,454487,985927,439955,1881861,734614,263401,29647,398220,95.0,53.0,95.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1025422,1012151,1085693,4043,19270,14175,523077,319250,1870543,143476,605288,237039,1195246,243491,237280,26119,335437,99.0,53.0,99.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,581339,575258,619139,1989,9222,7060,319534,231297,1105676,33677,362584,188247,605766,207582,106587,13505,223157,99.0,54.0,99.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,1887,14310,4398,343802,234266,1165505,155681,418555,159513,757483,313358,88804,12070,163836,90.0,56.0,90.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,1374990,1302343,1652117,5647,28382,22494,657854,348650,2342076,327583,698711,307793,1670829,501311,87889,22776,394528,95.0,62.0,95.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,534231,502115,476806,2146,10297,6343,272196,147633,996562,30479,313292,106537,616517,124080,97823,9443,188483,94.0,46.0,94.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,728136,693190,749659,1908,12482,6295,371848,277313,1243527,153146,495797,153364,772165,326083,113426,16004,193648,95.0,53.0,95.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,1566801,1501619,1582629,14211,48517,27979,835839,529944,2869976,104307,822355,543428,1702637,539106,302968,33535,490174,96.0,52.0,96.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,907500,801846,1352998,80037,127465,87499,486951,92741,1410852,178807,555026,24666,1129654,1156,3094,19541,555901,88.0,79.0,88.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,1749,8371,2937,212547,147304,708397,7942,272241,87610,395043,107312,166837,13564,72138,101.0,64.0,101.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,2335844,2310888,3776276,217368,355838,146388,1369302,447995,3751322,439270,1619554,197743,2829435,14454,13674,37345,1751824,99.0,81.0,99.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1729297,1728748,2635907,63273,149920,87211,1083125,484825,3044145,211035,1443252,124698,1890095,80217,230026,50085,1207622,100.0,76.0,100.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,15396,50938,19828,749633,420247,2391675,123749,837271,332609,1436034,165170,539412,32027,433271,99.0,70.0,99.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,3651,18927,5843,446057,305113,1452956,38304,652996,98174,755673,201328,267345,15341,267156,95.0,61.0,95.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,9155,38677,15538,665469,439686,1879494,105012,963017,142138,1054620,165405,467959,30829,440962,100.0,69.0,100.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,18604,58861,33405,732083,463690,2115455,76098,1111051,84722,1055971,178170,370212,54322,593069,99.0,66.0,99.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,100322,200738,68427,1181308,492506,3537399,173785,1367378,306436,2324438,89343,272514,54732,1257225,99.0,75.0,99.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,15673,52943,21577,524629,154991,909872,78590,552658,126962,1190754,15610,72867,35789,555354,102.0,83.0,102.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,4915,17995,10648,329034,214264,993666,53292,508507,34791,521195,85872,200837,11340,245249,102.0,68.0,102.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,34097,95311,30852,902704,451928,2760502,168881,1173902,180730,1683620,92719,372828,47293,841792,99.0,75.0,99.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,5585,19692,9042,461174,210820,1435072,128617,486328,185666,944456,67482,345057,11555,247900,103.0,75.0,103.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,8960,31581,18550,531463,366782,1673652,32483,839152,59093,828356,158473,253726,38797,447249,99.0,68.0,99.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,1507,7745,2259,162639,137087,521658,32702,255097,44629,265497,117304,118278,5343,58801,100.0,66.0,100.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,4494,18272,7882,471099,290594,1428784,114194,640248,121445,856652,209270,305149,13941,233333,101.0,69.0,101.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,5172,22379,5524,392751,210226,1047411,208038,486150,116827,750468,173767,153874,25228,250108,98.0,72.0,98.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,20660,63867,30660,1083797,610363,3326357,95487,1561030,133130,1787896,257004,454210,141503,841443,95.0,66.0,95.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,5773,24456,8222,391305,228866,1186078,74310,461102,159069,718930,141003,199563,14656,264949,100.0,72.0,100.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,13495,42912,17231,680483,293596,2075870,190814,834484,139595,1431811,129913,415361,31200,397605,103.0,74.0,103.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,4667,18830,6607,368900,222742,1148990,56751,530591,61051,654257,38367,315161,14939,223175,99.0,70.0,99.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,75634,174279,54505,1103563,434491,3325823,143093,1247918,290136,2190050,73444,270586,58240,1135784,99.0,75.0,99.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,4416,15535,6790,369853,170315,1132785,96092,412425,127743,724109,69883,295188,10440,164657,102.0,75.0,102.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,6445,27529,7851,738995,499182,2294369,91636,970072,268105,1226698,292641,525063,46720,373753,99.0,66.0,99.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,20623,69912,20393,1123874,565456,3397857,414760,1360185,329145,2247001,175108,391955,136415,985852,101.0,70.0,101.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,10219,37357,9845,579111,371047,1822626,47838,854066,96092,992130,57153,208702,35298,649005,101.0,72.0,101.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,273,5067,907,105657,50174,307120,8256,108259,47572,222399,45956,42201,2870,64804,94.0,73.0,94.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,997,10310,2726,186034,62633,507967,105737,186105,62562,445280,49286,43977,7088,148316,97.0,75.0,97.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,948,10393,3454,253229,113616,736015,49258,258457,108388,509156,85530,111332,6375,163608,96.0,74.0,96.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,6394,36186,11356,500406,197772,1512801,152791,524198,173980,1027561,115175,156108,25163,401732,96.0,79.0,96.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,27183,82012,44989,1119701,270143,3922718,411313,1050562,339282,3028953,285471,234455,94184,775734,87.0,61.0,87.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,13634,58336,21667,929337,245024,2904140,729283,865799,308562,2499528,281501,267197,78566,547097,88.0,57.0,88.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,24122,85491,41965,1426110,685797,5102041,796756,1286732,825175,3842484,474283,541146,185877,910601,90.0,62.0,90.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,2509,27308,9813,547406,239992,1985654,401678,440998,346400,1610490,213814,301120,58520,213944,98.0,62.0,98.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,2404,14279,5088,364543,77480,1273546,101963,325721,116302,937522,166731,151727,12533,111032,86.0,67.0,86.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,6652,47324,20757,941890,430142,3878626,718692,784272,587760,3241881,425630,452055,115991,378356,102.0,60.0,102.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,2989,19999,13301,342604,74091,917474,364583,334519,82176,886353,124718,74500,20347,197130,86.0,61.0,86.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,2681,35463,13451,895576,256584,2291892,1169330,743452,408708,2335571,430227,482897,37965,201071,89.0,40.0,89.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,4672,42969,10846,723060,296423,3004240,213440,569522,449961,2220291,206228,384432,72194,356629,94.0,61.0,94.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,1551,15510,6167,534332,225921,1333242,805975,458727,301526,1388412,276614,328768,29916,124955,93.0,40.0,93.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,1655,18612,5202,485314,216375,1637549,157612,483232,218457,1097721,251755,273458,19098,157378,86.0,56.0,86.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,3159,26293,11935,871241,321609,2505444,737106,834294,358556,2067849,458479,421973,77235,235163,91.0,52.0,91.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,15164,56575,24436,1153006,248965,2830768,1536534,1043912,358059,3046388,365985,326376,131699,577911,89.0,49.0,89.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,3423,30244,11477,558642,225046,2082976,364510,443724,339964,1680776,296928,282260,36856,167644,96.0,57.0,96.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,7303,37341,17143,921497,166539,2032081,1585210,839778,248258,2594677,232158,311489,52549,491840,92.0,58.0,92.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,7865,38225,20979,897815,275445,2707195,777407,885216,288044,2325911,332475,241137,65937,533711,90.0,58.0,90.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,3492,20762,7313,462971,189572,1727869,215081,341927,310616,1300213,125980,248674,58552,219337,92.0,60.0,92.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,827,9437,2805,254977,139220,955372,34559,282614,111583,597533,160094,150695,12555,70853,88.0,54.0,88.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,4469,36068,13388,639073,237173,2730957,358539,455382,420864,2224700,238237,291016,50418,296575,102.0,60.0,102.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,2635,19712,6644,440244,105740,1611126,146346,415476,130508,1228496,242396,131779,28396,143413,87.0,59.0,87.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,2964,21506,7736,413713,92359,1457892,113961,361588,144484,1075738,170827,158026,20803,156416,87.0,67.0,87.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,4746,28625,15426,597888,233321,2094271,365806,496579,334630,1639787,260406,272734,43505,254564,96.0,59.0,96.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,2624,18733,6765,494545,97722,1596278,276846,474686,117581,1292937,245089,135679,43528,167971,87.0,58.0,87.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,3385,33501,16758,713736,350193,2274674,350700,670156,393773,1568804,328758,425366,51555,258250,90.0,57.0,90.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,5834,31797,10940,621840,139681,2140745,314812,573649,187872,1736635,184595,150221,59942,366763,88.0,61.0,88.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,53181,87188,78631,443384,125725,1394025,215500,458492,110617,1079006,72668,48845,35400,412196,85.0,68.0,85.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,78116,179552,119441,1231615,288923,3414427,1186776,1252911,267627,3161107,158868,123680,83672,1154318,88.0,67.0,88.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,5309,50180,21169,808700,395902,3233790,368153,766881,437721,2415666,368943,435934,68254,331471,95.0,61.0,95.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,4313,31811,13053,855848,314704,2739076,678615,739663,430889,2263367,440340,431532,65299,233381,92.0,49.0,92.0
