State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Households_with_Computer,Households_with_Car_Jeep_Van,Male_Workers,Female_Workers,Hindus,Muslims,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,sex_ration,lieracy_rate,sex_ratio
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,5512,45202,8338,748939,574728,2399901,275970,1066460,257207,1417572,363737,484912,84661,390357,100.0,54.0,100.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,8606,48299,9915,1208544,827622,3599372,443456,1679655,356511,2044982,413253,879537,105343,638033,98.0,57.0,98.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,13763,67087,16296,1202223,731134,3737588,397870,1669852,263505,2240707,434544,748093,57269,693451,100.0,64.0,100.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,22411,93784,25381,1545831,547850,4983330,77777,1748117,345564,3060615,160407,1122046,57853,753375,101.0,64.0,101.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,19383,80434,17424,1442370,939254,4217597,559770,2106326,275298,2506189,302341,1227956,47436,803891,100.0,61.0,100.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,149034,274653,124106,1045585,367712,2046051,1713405,1096081,317216,2530026,28308,23029,46157,1315803,95.0,73.0,95.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,8831,46584,14175,1049463,827305,3491139,244723,1590304,286464,1899501,360390,756859,168340,591179,101.0,58.0,101.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,8628,42171,11887,802906,607156,2595321,158887,1215871,194191,1387308,224972,804537,19799,360754,101.0,58.0,101.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,30438,101450,27969,1327299,721581,4023678,307043,1744978,303902,2468518,150166,1006976,48444,843294,99.0,67.0,99.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,10081,56478,10622,1164122,865303,3328380,670737,1757520,271905,2024038,310954,1037302,60791,620378,99.0,52.0,99.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,6153,60812,12615,1140067,942434,3673456,334172,1815643,266858,1970527,569142,931084,57846,524429,98.0,48.0,98.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,8635,47170,14362,837874,604329,2637313,342449,1195494,246709,1591085,353221,571129,67642,450211,99.0,54.0,99.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,7715,53777,18927,976428,765265,3249231,188646,1493419,248274,1747116,325224,863131,45124,508214,98.0,57.0,98.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,5261,35036,10088,684320,576756,2123426,391596,1055965,205111,1290259,278102,448281,171311,363382,104.0,54.0,104.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,6151,43611,9071,991842,708725,3150195,220654,1463508,237059,1696881,280029,889218,42603,488717,98.0,56.0,98.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,3988,32280,5264,766483,523805,2666950,9025,936244,354044,1412826,165317,700833,34479,389659,101.0,55.0,101.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,4453,24128,5002,679289,478673,2299129,16423,953215,204747,1186512,212285,557254,27469,360954,102.0,53.0,102.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,12952,59006,15727,960926,744729,3273755,197333,1442197,263458,1806921,401646,758092,43550,502367,100.0,59.0,100.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,12050,55613,14687,1199338,573774,3733191,86142,1534166,238946,2163854,155275,1061787,33861,522189,100.0,67.0,100.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,170,1486,1102,39329,23637,47683,2134,50765,12201,85260,39732,4208,496,18530,93.0,49.0,93.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,57,885,577,16424,15286,12333,652,27123,4587,46980,21835,1063,273,8539,103.0,49.0,103.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,450,1582,2072,23591,16631,27854,2289,33578,6644,58992,20185,3565,493,15979,98.0,63.0,98.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,95,969,605,18429,19615,4859,471,24372,13672,54032,27417,2947,833,6847,103.0,40.0,103.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,312,1471,1203,38910,22035,99020,3846,50754,10191,84781,29909,7789,786,22461,91.0,57.0,91.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,207,742,703,14102,8224,28915,2247,19829,2497,31754,9687,3354,233,9052,93.0,59.0,93.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,381,1598,2002,17339,12863,9551,1482,22669,7533,52828,13656,1968,435,14143,98.0,65.0,98.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,2477,7418,6454,41263,24509,57027,6148,51157,14615,110801,14104,1859,1543,48266,98.0,69.0,98.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,96,494,895,19554,9007,11842,787,24430,4131,21416,7631,1581,114,19235,71.0,52.0,71.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,98,888,679,27545,22624,20682,1103,44262,5907,61806,35967,1811,836,11555,94.0,43.0,94.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,97,392,430,9968,7676,5261,411,14524,3120,17676,9976,804,591,6273,89.0,52.0,89.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,139,750,569,17898,15472,13474,521,25717,7653,50078,21690,1846,481,9353,100.0,54.0,100.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,202,887,1299,28313,14180,31265,1970,34752,7741,41454,14476,1705,801,25511,82.0,58.0,82.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,303,1300,1964,29156,20021,15881,2218,43000,6177,63097,28852,1384,298,18643,93.0,58.0,93.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,2078,25286,5560,445297,116527,492966,1198036,439453,122371,1131798,205259,98946,30342,227277,95.0,53.0,95.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,2523,12959,5837,197542,58264,359145,371033,191671,64135,482998,83442,47406,9485,115473,97.0,59.0,97.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,5316,37541,8700,469752,138310,1038985,654816,471259,136803,1128555,120356,68664,24466,394576,96.0,68.0,96.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,1166,12084,3533,246864,77979,327322,597392,241456,83387,603657,129456,81617,10542,103228,95.0,52.0,95.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,1192,10410,3504,186577,130223,655052,13475,201364,115436,369333,231937,19181,7224,58458,95.0,62.0,95.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,8817,34479,21112,368013,192544,1198401,64526,391597,168960,765778,135194,61209,14362,349792,96.0,67.0,96.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,1364,13524,4112,267118,95455,347878,579929,266376,96197,645610,126549,75828,14346,145850,96.0,56.0,96.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,3073,17636,9295,309104,170824,917426,90312,331210,148718,586960,190590,66616,15068,207654,96.0,68.0,96.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,1211,10615,2583,170792,43448,251194,397653,165193,49047,445056,65673,31248,7313,110006,95.0,62.0,95.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,5651,26357,16081,320746,177872,1008219,54684,338635,159983,593638,145885,53153,31543,268037,96.0,73.0,96.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,3109,23468,10052,428492,200462,877495,601784,421244,207710,888588,185803,99522,69106,274523,95.0,66.0,95.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,1923,11340,3934,246193,137248,766000,20290,260482,122959,572872,223020,60952,9861,89608,95.0,58.0,95.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,1933,24699,3757,319798,79373,521962,692489,293392,105779,829515,94348,67033,17435,220355,96.0,65.0,96.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,1218,14063,2996,236322,104809,529068,252271,253110,88021,546011,156753,56330,12423,115625,96.0,55.0,96.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,1948,15011,6904,282250,147745,797130,193476,283533,146462,612142,239377,43922,10983,135713,97.0,66.0,97.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,5121,45956,13979,766728,213270,1225246,1563203,734993,245005,1843770,346123,196174,38122,399579,96.0,61.0,96.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,1631,12360,4785,210202,57421,491582,277488,196773,70850,504016,58070,34984,19302,155267,95.0,69.0,95.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,4358,31254,11760,537195,233411,1422824,350536,558325,212281,1153504,249123,114865,25719,380899,96.0,58.0,96.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,5135,27948,13323,366623,190573,1181347,48373,410188,147008,770733,149482,47756,13241,346717,95.0,60.0,95.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,2561,29796,5041,708391,361502,1593525,1207442,696410,373483,1741676,222913,691947,24367,130666,92.0,43.0,92.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,2362,31168,7145,599157,238613,2291133,237353,480286,357484,1702303,178525,426096,40652,192497,93.0,58.0,93.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,23258,69937,33322,1015864,559215,2545438,786677,1446636,128443,2126203,554518,396630,28033,595898,92.0,68.0,92.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,1704,22300,3258,517817,253263,1772655,250925,374097,396983,1263683,172440,462614,26680,109346,91.0,47.0,91.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,4644,43127,9821,715345,222837,2554330,407348,591811,346371,2032359,146035,430870,58167,303110,89.0,52.0,89.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,6764,46929,8644,740056,243472,2487866,537098,534129,449399,2054238,135161,475228,60461,312678,88.0,52.0,88.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,3661,34658,7391,640283,182210,2518216,197819,512009,310484,1905914,190896,364875,47985,218737,91.0,59.0,91.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,1784,19324,5341,402180,136142,1591454,105423,328547,209775,1168030,132472,251790,26122,127938,92.0,58.0,92.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,6280,53205,10325,947927,275713,3042729,881476,731347,492293,2713745,236673,642115,44846,300006,91.0,46.0,91.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,6856,57011,11827,1076170,587892,3876395,488121,1007057,657005,2727356,370759,783505,87178,422620,94.0,52.0,94.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,3707,33596,9508,539586,188615,2119262,436057,363111,365090,1833811,208959,338666,26049,154527,102.0,54.0,102.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,1839,22414,4842,452288,275283,1525746,217621,445352,282219,1032834,156491,331466,105637,133977,92.0,49.0,92.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,1106,11302,2522,266423,98955,1045117,75742,251690,113688,759935,86108,179519,15075,84676,92.0,55.0,92.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,2941,27263,5118,760522,253044,1684589,1365645,667602,345964,2057463,168857,672291,20577,151841,92.0,42.0,92.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,1580,21654,3120,398216,162589,1486989,175588,306283,254522,1106081,104517,325731,20816,109741,89.0,46.0,89.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,1093,14073,2436,421192,107872,531236,1149095,384416,144648,1161336,107862,321867,11633,87702,95.0,44.0,95.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,1186,8862,2415,240494,86082,956396,40886,201866,124710,674336,78532,159970,13546,74528,90.0,51.0,90.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,1397,23309,4560,496046,281500,1753829,241760,443507,334039,1224216,190809,484062,16347,86328,91.0,42.0,91.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,5319,65548,11636,1105947,530991,3652168,818912,1074091,562847,2850441,396880,940642,54934,244482,93.0,48.0,93.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,2653,17946,3755,327453,99205,1252319,110416,233402,193256,941107,45953,196449,16690,167566,88.0,59.0,88.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,10290,73012,23333,1195308,352278,4032773,745546,910304,637282,3253476,273436,769001,65253,439896,90.0,52.0,90.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,4156,43848,7955,703405,342015,2669775,198033,740949,304471,1832233,221240,534021,52585,237574,92.0,53.0,92.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,1841,28411,3991,539439,277602,1964620,244394,508509,308532,1402105,216400,397505,40018,163118,94.0,49.0,94.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,3495,41143,10911,999282,479665,3047427,865090,797544,681403,2456095,217539,998833,38691,223884,91.0,45.0,91.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,40692,132582,49821,1436411,445475,5356075,439952,1371267,510619,3956579,271216,658203,85349,867118,90.0,59.0,90.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,7719,70258,19282,1260774,476765,4086453,990349,1132789,604750,3361832,349032,1057417,46164,284926,90.0,45.0,90.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,4170,33664,8390,803275,340043,1989420,1255641,776385,366933,2121301,197424,745015,28840,172039,92.0,41.0,92.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,4594,36279,10819,707939,216940,2645415,300487,542439,382440,2035039,218087,405544,48512,252736,92.0,61.0,92.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,1668,19415,3824,456724,193174,1629254,266620,363326,286572,1250763,164600,356833,18651,109814,91.0,42.0,91.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,5379,50918,10621,1037576,305824,3800598,452370,907433,435967,2918166,299039,721629,47917,274815,91.0,50.0,91.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,4509,37442,10948,857660,182571,3534772,406449,545520,494711,2911631,232097,493461,42103,272570,95.0,55.0,95.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,631,8873,1728,151569,73086,596102,37653,148002,76653,411687,54511,109696,9917,50531,93.0,52.0,93.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,478,6698,1410,166693,49679,552492,99342,137804,78568,439874,38727,136334,9119,32192,89.0,43.0,89.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,3460,42461,7292,865929,248654,2672311,740101,753645,360938,2308991,216012,635907,37932,224732,90.0,42.0,90.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,3834,37833,10891,730396,202020,2712635,608282,462104,470312,2398048,264928,376344,31244,259900,99.0,58.0,99.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,1845,25078,4064,551718,325964,1809936,409251,472649,405033,1351394,201882,554271,22555,98974,93.0,46.0,93.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,4810,39564,11316,858648,201696,3152346,333980,716006,344338,2434677,255017,502637,36958,265732,89.0,55.0,89.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,44283,78113,60494,328159,75977,852574,51447,385929,18207,651314,2578,1687,4799,395072,82.0,76.0,82.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,1782,9042,4227,404364,322167,1277975,12413,394824,331707,686668,284472,287828,10821,143410,102.0,46.0,102.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,1574,6281,6573,111543,94328,371973,6984,103406,102465,176085,127169,4138,2561,72003,98.0,75.0,98.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,8566,30892,13137,715467,487730,2540763,57973,826568,376629,1460432,276691,572292,21658,332556,97.0,60.0,97.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,1016,4804,3069,226382,176513,777188,10425,335368,67527,396886,135435,182602,7310,77548,101.0,68.0,101.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,16141,51289,28840,921729,575076,3129745,83499,1206793,290012,1847067,392341,560415,22565,521484,99.0,69.0,99.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,567,5755,2442,263645,223715,629509,15336,291349,196011,364309,226866,197558,7553,55383,101.0,58.0,101.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,4544,18004,8677,333329,187857,1133176,30195,350314,170872,685454,113071,221806,7899,178410,97.0,62.0,97.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,1667,7609,3402,185483,121588,604259,25878,173057,134014,351846,118498,94648,4830,89095,97.0,60.0,97.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,961,5614,3546,291858,207402,1008061,12570,340802,158458,533494,139199,278073,6135,75853,102.0,62.0,102.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,3342,13857,5979,429211,260956,1422986,17332,484875,205292,803817,208313,323788,9959,148107,99.0,64.0,99.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,38570,96301,43536,753843,319126,2239370,227465,858825,214144,1561231,206975,191182,32919,641893,96.0,74.0,96.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,20261,59523,30572,1099964,657700,3881485,103038,1259138,498526,2306208,383279,708993,34078,631314,98.0,65.0,98.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,2737,18983,8096,649888,505919,2126195,81442,622589,533218,1204079,465287,523356,12643,154521,98.0,50.0,98.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,1316,4543,3163,94502,11019,171537,16087,101717,3804,85652,1845,481,409,102786,53.0,79.0,53.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,6628,26991,17447,801859,321850,2397056,334858,942709,181000,1619373,367311,333996,9645,412757,95.0,67.0,95.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,23440,56266,44342,239125,88533,622213,57941,269437,58221,490350,15402,14120,8862,289274,96.0,81.0,96.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,17624,44299,35031,180411,69179,341664,63623,206616,42974,390947,15952,12640,5846,215152,99.0,78.0,99.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,126341,273651,174812,2127547,467405,6042416,883238,2332409,262543,4619273,142670,268954,54876,2128452,90.0,75.0,90.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,2538,12765,10236,453642,203497,1410463,99105,529153,127986,857051,232126,209935,6083,208995,96.0,66.0,96.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,9902,32523,19352,627561,217233,1798794,250919,690031,154763,1247951,152412,346329,16460,329593,92.0,74.0,92.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,3424,23149,22723,836268,412332,2890305,213505,1012080,236520,1871906,475585,350541,11812,410662,94.0,55.0,94.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,10257,29531,21579,468919,158205,1188204,343511,526541,100583,923895,78120,253577,8902,286525,93.0,72.0,93.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,7297,28925,17517,838781,311851,2632574,212863,992140,158492,1729733,231796,334025,17996,566815,93.0,66.0,93.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,12107,33662,26385,408075,126901,1319586,57273,451951,83025,856777,104147,129356,8600,292873,92.0,74.0,92.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,11573,30384,20471,646822,200618,1810443,320805,721253,126187,1312679,264318,147193,11359,424570,94.0,65.0,94.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,6628,26991,17447,801859,321850,2397056,334858,942709,181000,1619373,367311,333996,9645,412757,95.0,67.0,95.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,9631,31961,28788,624704,151524,1608921,442355,686937,89291,1316143,105876,183971,10802,475579,91.0,60.0,91.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,5710,24502,12788,674586,259397,2000884,264482,722134,211849,1365902,239241,359842,12455,322445,94.0,72.0,94.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,7759,33731,25163,588699,223365,1885732,136431,698768,113296,1223000,189760,242969,10282,369053,93.0,74.0,93.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,576,4081,2442,174282,120513,559848,22600,193916,100879,295502,62823,188030,2594,41348,96.0,63.0,96.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,6726,24397,18669,407881,183953,1225087,78669,510004,81830,737838,112809,206608,7173,265244,96.0,75.0,96.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,3456,19753,9656,673565,423942,2220974,158513,685141,412366,1293269,456768,376038,10771,253930,95.0,60.0,95.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,2231,12870,7802,383074,171756,1194745,142797,446240,108590,788904,136590,227080,6392,184768,94.0,62.0,94.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,1653,5639,4395,174118,57051,549749,33565,195437,35732,354280,65702,48964,2371,114132,95.0,67.0,95.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,21785,67370,55289,1159480,319570,3397406,361388,1324783,154267,2325508,349357,214285,23780,891628,93.0,72.0,93.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,5262,25425,22379,681435,403443,2260560,148563,795096,289782,1343711,366711,333867,10909,373391,95.0,65.0,95.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,55694,149331,106983,2142819,410723,5260193,660772,2405288,148254,3527780,109549,325739,42040,2076214,79.0,75.0,79.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,2975,15309,10088,504038,219462,1620282,109681,586364,137136,1032768,185235,270861,9518,257886,93.0,62.0,93.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,137,1393,991,61329,56928,203545,3593,88038,30219,110034,64561,40486,1172,12038,101.0,62.0,101.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,53606,117818,72630,1233312,460161,3713941,384579,1360660,332813,2472153,312126,570361,17680,793306,93.0,69.0,93.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,11020,31285,23938,516188,227057,1571147,94034,577327,165918,962433,147569,183025,11833,400818,92.0,69.0,92.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,12899,32767,26122,320120,52019,955096,22143,319475,52664,756211,52871,57293,15753,246222,88.0,72.0,88.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,5292,25236,16793,430678,192328,1611031,15515,445675,177331,1011439,288543,103788,14855,215820,89.0,65.0,89.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,43437,82673,63470,476933,102296,1588407,161680,495316,83913,1230504,27705,29288,32286,489950,87.0,70.0,87.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,3210,13142,14030,263498,105585,779243,8360,286258,82825,572928,132250,97997,6558,132278,90.0,59.0,90.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,67087,102343,92934,432456,112260,1408801,70842,487441,57275,969716,56046,27097,18228,443345,85.0,73.0,85.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,10132,33400,24642,488321,203300,1701061,21650,531227,160394,1052310,261120,144213,16097,270191,87.0,64.0,87.0
